yearOfRegistration,gender,ageBroad,majorityStatusAtExploit,traffickMonths,citizenship,CountryOfExploitation,meansOfControlDebtBondage,meansOfControlTakesEarnings,meansOfControlThreats,meansOfControlPsychologicalAbuse,meansOfControlPhysicalAbuse,meansOfControlSexualAbuse,meansOfControlFalsePromises,meansOfControlPsychoactiveSubstances,meansOfControlRestrictsMovement,meansOfControlRestrictsMedicalCare,meansOfControlExcessiveWorkingHours,meansOfControlThreatOfLawEnforce,meansOfControlWithholdsNecessities,meansOfControlWithholdsDocuments,meansOfControlOther,isForcedLabour,isSexualExploit,isOtherExploit,typeOfLabourAgriculture,typeOfLabourConstruction,typeOfLabourDomesticWork,typeOfLabourHospitality,typeOfLabourOther,typeOfSexProstitution,typeOfSexPornography,typeOfSexOther,recruiterRelationIntimatePartner,recruiterRelationFriend,recruiterRelationFamily,recruiterRelationOther
2019,,,,,FSM,USA,1,1,1,1,1,,1,,1,,,1,,1,1,1,,,,,,,1,,,,,,,1
2019,,,,,FSM,USA,1,1,1,1,1,,1,,1,,,1,,1,1,1,,,,,,,1,,,,,,,1
2019,,,,,FSM,USA,1,1,1,1,1,,1,,1,,,1,,1,1,1,,,,,,,1,,,,,,,1
2019,,,,,FSM,USA,1,1,1,1,1,,1,,1,,,1,,1,1,1,,,,,,,1,,,,,,,1
2019,,,,,FSM,USA,1,1,1,1,1,,1,,1,,,1,,1,1,1,,,,,,,1,,,,,,,1
2019,,,,,FSM,USA,1,1,1,1,1,,1,,1,,,1,,1,1,1,,,,,,,1,,,,,,,1
2019,,,,,FSM,USA,1,1,1,1,1,,1,,1,,,1,,1,1,1,,,,,,,1,,,,,,,1
2019,,,,,FSM,USA,1,1,1,1,1,,1,,1,,,1,,1,1,1,,,,,,,1,,,,,,,1
2019,,,,,FSM,USA,1,1,1,1,1,,1,,1,,,1,,1,1,1,,,,,,,1,,,,,,,1
2019,,,,,FSM,USA,1,1,1,1,1,,1,,1,,,1,,1,1,1,,,,,,,1,,,,,,,1
2019,,,,,FSM,USA,1,1,1,1,1,,1,,1,,,1,,1,1,1,,,,,,,1,,,,,,,1
2019,,,,,FSM,USA,1,1,1,1,1,,1,,1,,,1,,1,1,1,,,,,,,1,,,,,,,1
2019,,,,,FSM,USA,1,1,1,1,1,,1,,1,,,1,,1,1,1,,,,,,,1,,,,,,,1
2019,,,,,FSM,USA,1,1,1,1,1,,1,,1,,,1,,1,1,1,,,,,,,1,,,,,,,1
2019,,,,,FSM,USA,1,1,1,1,1,,1,,1,,,1,,1,1,1,,,,,,,1,,,,,,,1
2019,,,,,FSM,USA,1,1,1,1,1,,1,,1,,,1,,1,1,1,,,,,,,1,,,,,,,1
2019,,,,,FSM,USA,1,1,1,1,1,,1,,1,,,1,,1,1,1,,,,,,,1,,,,,,,1
2019,,,,,FSM,USA,1,1,1,1,1,,1,,1,,,1,,1,1,1,,,,,,,1,,,,,,,1
2019,,,,,FSM,USA,1,1,1,1,1,,1,,1,,,1,,1,1,1,,,,,,,1,,,,,,,1
2019,,,,,FSM,USA,1,1,1,1,1,,1,,1,,,1,,1,1,1,,,,,,,1,,,,,,,1
2019,,,,,FSM,USA,1,1,1,1,1,,1,,1,,,1,,1,1,1,,,,,,,1,,,,,,,1
2019,,,,,FSM,USA,1,1,1,1,1,,1,,1,,,1,,1,1,1,,,,,,,1,,,,,,,1
2019,,,,,FSM,USA,1,1,1,1,1,,1,,1,,,1,,1,1,1,,,,,,,1,,,,,,,1
2019,,,,,FSM,USA,1,1,1,1,1,,1,,1,,,1,,1,1,1,,,,,,,1,,,,,,,1
2019,,,,,FSM,USA,1,1,1,1,1,,1,,1,,,1,,1,1,1,,,,,,,1,,,,,,,1
2019,,,,,FSM,USA,1,1,1,1,1,,1,,1,,,1,,1,1,1,,,,,,,1,,,,,,,1
2019,,,,,FSM,USA,1,1,1,1,1,,1,,1,,,1,,1,1,1,,,,,,,1,,,,,,,1
2019,,,,,FSM,USA,1,1,1,1,1,,1,,1,,,1,,1,1,1,,,,,,,1,,,,,,,1
2019,,,,,FSM,USA,1,1,1,1,1,,1,,1,,,1,,1,1,1,,,,,,,1,,,,,,,1
2019,,,,,FSM,USA,1,1,1,1,1,,1,,1,,,1,,1,1,1,,,,,,,1,,,,,,,1
2019,,,,,FSM,USA,1,1,1,1,1,,1,,1,,,1,,1,1,1,,,,,,,1,,,,,,,1
2019,Female,,,,CHN,USA,,,1,1,1,,1,1,1,1,,1,,1,1,,1,,,,,,,,,,,,,1
2019,Female,,,,CHN,USA,,,1,1,1,,1,1,1,1,,1,,1,1,,1,,,,,,,,,,,,,1
2019,Female,,,,MEX,USA,1,1,,,,,1,1,1,,,1,,,1,1,1,,,,,1,,1,,,,,,1
2019,Female,,,,MEX,USA,1,1,,,,,1,1,1,,,1,,,1,1,1,,,,,1,,1,,,,,,1
2019,Female,,,,MEX,USA,1,1,,,,,1,1,1,,,1,,,1,1,1,,,,,1,,1,,,,,,1
2019,Female,,,,MEX,USA,1,1,,,,,1,1,1,,,1,,,1,1,1,,,,,1,,1,,,,,,1
2019,Female,,,,MEX,USA,1,1,,,,,1,1,1,,,1,,,1,1,1,,,,,1,,1,,,,,,1
2019,Female,,,,MEX,USA,1,1,,,,,1,1,1,,,1,,,1,1,1,,,,,1,,1,,,,,,1
2019,Female,,,,MEX,USA,1,1,,,,,1,1,1,,,1,,,1,1,1,,,,,1,,1,,,,,,1
2019,Female,,,,MEX,USA,1,1,,,,,1,1,1,,,1,,,1,1,1,,,,,1,,1,,,,,,1
2019,Female,,,,MEX,USA,1,1,,,,,1,1,1,,,1,,,1,1,1,,,,,1,,1,,,,,,1
2019,Female,,,,MEX,USA,1,1,,,,,1,1,1,,,1,,,1,1,1,,,,,1,,1,,,,,,1
2019,Female,,,,MEX,USA,1,1,,,,,1,1,1,,,1,,,1,1,1,,,,,1,,1,,,,,,1
2019,Female,,,,MEX,USA,1,1,,,,,1,1,1,,,1,,,1,1,1,,,,,1,,1,,,,,,1
2019,Female,,,,MEX,USA,1,1,,,,,1,1,1,,,1,,,1,1,1,,,,,1,,1,,,,,,1
2019,Female,,,,MEX,USA,1,1,,,,,1,1,1,,,1,,,1,1,1,,,,,1,,1,,,,,,1
2019,Female,,Minor,,,USA,,1,1,1,1,,,1,1,1,,1,1,,,1,1,,,,1,,,,,,,,,
2019,Female,,Minor,,,USA,,1,1,1,1,,,1,1,1,,1,1,,,1,1,,,,1,,,,,,,,,
2019,Female,,Minor,,,USA,,1,1,1,1,,,1,1,1,,1,1,,,1,1,,,,1,,,,,,,,,
2019,Female,,Minor,,,USA,,1,1,1,1,,,1,1,1,,1,1,,,1,1,,,,1,,,,,,,,,
2019,Female,,Minor,,,USA,,1,1,1,1,,,1,1,1,,1,1,,,1,1,,,,1,,,,,,,,,
2019,Female,,Minor,,,USA,,1,1,1,1,,,1,1,1,,1,1,,,1,1,,,,1,,,,,,,,,
2019,Female,,Minor,,,USA,,1,1,1,1,,,1,1,1,,1,1,,,1,1,,,,1,,,,,,,,,
2019,Female,,Minor,,,USA,,1,1,1,1,,,1,1,1,,1,1,,,1,1,,,,1,,,,,,,,,
2019,Female,,Minor,,,USA,,1,1,1,1,,,1,1,1,,1,1,,,1,1,,,,1,,,,,,,,,
2019,Female,,Minor,,,USA,,1,1,1,1,,,1,1,1,,1,1,,,1,1,,,,1,,,,,,,,,
2019,Female,,Minor,,,USA,,1,1,1,1,,,1,1,1,,1,1,,,1,1,,,,1,,,,,,,,,
2019,Female,,Minor,,,USA,,1,1,1,1,,,1,1,1,,1,1,,,1,1,,,,1,,,,,,,,,
2019,Female,,Minor,,,USA,,1,1,1,1,,,1,1,1,,1,1,,,1,1,,,,1,,,,,,,,,
2019,Female,,Minor,,,USA,,1,1,1,1,,,1,1,1,,1,1,,,1,1,,,,1,,,,,,,,,
2019,Female,,Minor,,,USA,,1,1,1,1,,,1,1,1,,1,1,,,1,1,,,,1,,,,,,,,,
2019,Female,,Minor,,,USA,,1,1,1,1,,,1,1,1,,1,1,,,1,1,,,,1,,,,,,,,,
2019,Female,,Minor,,,USA,,1,1,1,1,,,1,1,1,,1,1,,,1,1,,,,1,,,,,,,,,
2019,Female,,Minor,,CHN,USA,,,1,,1,,1,1,1,1,,1,,1,1,,1,,,,,,,,,,,,,1
2019,Male,,,,,USA,,1,1,1,1,,,,1,1,1,1,1,1,,1,,,1,,,,,,,,,,,1
2019,Male,,,,,USA,,1,1,1,1,,,,1,1,1,1,1,1,,1,,,1,,,,,,,,,,,1
2019,Male,,,,,USA,,1,1,1,1,,,,1,1,1,1,1,1,,1,,,1,,,,,,,,,,,1
2019,Male,,,,,USA,,1,1,1,1,,,,1,1,1,1,1,1,,1,,,1,,,,,,,,,,,1
2019,Male,,,,,USA,,1,1,1,1,,,,1,1,1,1,1,1,,1,,,1,,,,,,,,,,,1
2019,Male,,,,,USA,,1,1,1,1,,,,1,1,1,1,1,1,,1,,,1,,,,,,,,,,,1
2019,Male,,,,,USA,,1,1,1,1,,,,1,1,1,1,1,1,,1,,,1,,,,,,,,,,,1
2019,Male,,,,,USA,,1,1,1,1,,,,1,1,1,1,1,1,,1,,,1,,,,,,,,,,,1
2019,Male,,,,,USA,,1,1,1,1,,,,1,1,1,1,1,1,,1,,,1,,,,,,,,,,,1
2019,Male,,,,,USA,,1,1,1,1,,,,1,1,1,1,1,1,,1,,,1,,,,,,,,,,,1
2019,Male,,,,,USA,,1,1,1,1,,,,1,1,1,1,1,1,,1,,,1,,,,,,,,,,,1
2019,Male,,,,,USA,,1,1,1,1,,,,1,1,1,1,1,1,,1,,,1,,,,,,,,,,,1
2019,Male,,,,,USA,,1,1,1,1,,,,1,1,1,1,1,1,,1,,,1,,,,,,,,,,,1
2019,Male,,,,,USA,,1,1,1,1,,,,1,1,1,1,1,1,,1,,,1,,,,,,,,,,,1
2019,Male,,,,MEX,USA,1,1,,1,,,1,,1,1,1,,,1,1,1,,,1,,,,,,,,,,,1
2019,Male,,,,MEX,USA,1,1,,1,,,1,,1,1,1,,,1,1,1,,,1,,,,,,,,,,,1
2019,Male,,,,MEX,USA,1,1,,1,,,1,,1,1,1,,,1,1,1,,,1,,,,,,,,,,,1
2019,Male,,,,MEX,USA,1,1,,1,,,1,,1,1,1,,,1,1,1,,,1,,,,,,,,,,,1
2019,Male,,,,MEX,USA,1,1,,1,,,1,,1,1,1,,,1,1,1,,,1,,,,,,,,,,,1
2019,Male,,,,MEX,USA,1,1,,1,,,1,,1,1,1,,,1,1,1,,,1,,,,,,,,,,,1
2019,Male,,,,MEX,USA,1,1,,1,,,1,,1,1,1,,,1,1,1,,,1,,,,,,,,,,,1
2019,Male,,,,MEX,USA,1,1,,1,,,1,,1,1,1,,,1,1,1,,,1,,,,,,,,,,,1
2019,Male,,,,MEX,USA,1,1,,1,,,1,,1,1,1,,,1,1,1,,,1,,,,,,,,,,,1
2019,Male,,,,MEX,USA,1,1,,1,,,1,,1,1,1,,,1,1,1,,,1,,,,,,,,,,,1
2019,Male,,,,MEX,USA,1,1,,1,,,1,,1,1,1,,,1,1,1,,,1,,,,,,,,,,,1
2019,Male,,,,MEX,USA,1,1,,1,,,1,,1,1,1,,,1,1,1,,,1,,,,,,,,,,,1
2019,Male,,,,MEX,USA,1,1,,1,,,1,,1,1,1,,,1,1,1,,,1,,,,,,,,,,,1
2019,Male,,,,MEX,USA,1,1,,1,,,1,,1,1,1,,,1,1,1,,,1,,,,,,,,,,,1
2019,Male,,,,MEX,USA,1,1,,1,,,1,,1,1,1,,,1,1,1,,,1,,,,,,,,,,,1
2019,Male,,,,MEX,USA,1,1,,1,,,1,,1,1,1,,,1,1,1,,,1,,,,,,,,,,,1
2019,Male,,,,MEX,USA,1,1,,1,,,1,,1,1,1,,,1,1,1,,,1,,,,,,,,,,,1
2019,Male,,,,MEX,USA,1,1,,1,,,1,,1,1,1,,,1,1,1,,,1,,,,,,,,,,,1
2019,Male,,,,MEX,USA,1,1,,1,,,1,,1,1,1,,,1,1,1,,,1,,,,,,,,,,,1
2019,Male,,,,MEX,USA,1,1,,1,,,1,,1,1,1,,,1,1,1,,,1,,,,,,,,,,,1
2019,Male,,,,MEX,USA,1,1,,1,,,1,,1,1,1,,,1,1,1,,,1,,,,,,,,,,,1
2019,Male,,,,MEX,USA,1,1,,1,,,1,,1,1,1,,,1,1,1,,,1,,,,,,,,,,,1
2019,Male,,,,MEX,USA,1,1,,1,,,1,,1,1,1,,,1,1,1,,,1,,,,,,,,,,,1
2019,Male,,,,MEX,USA,1,1,,1,,,1,,1,1,1,,,1,1,1,,,1,,,,,,,,,,,1
2019,Male,,,,MEX,USA,1,1,,1,,,1,,1,1,1,,,1,1,1,,,1,,,,,,,,,,,1
2019,Male,,,,MEX,USA,1,1,,1,,,1,,1,1,1,,,1,1,1,,,1,,,,,,,,,,,1
2019,Male,,,,MEX,USA,1,1,,1,,,1,,1,1,1,,,1,1,1,,,1,,,,,,,,,,,1
2019,Male,,,,MEX,USA,1,1,,1,,,1,,1,1,1,,,1,1,1,,,1,,,,,,,,,,,1
2019,Male,,,,MEX,USA,1,1,,1,,,1,,1,1,1,,,1,1,1,,,1,,,,,,,,,,,1
2019,Male,,,,MEX,USA,1,1,,1,,,1,,1,1,1,,,1,1,1,,,1,,,,,,,,,,,1
2019,Male,,,,MEX,USA,1,1,,1,,,1,,1,1,1,,,1,1,1,,,1,,,,,,,,,,,1
2019,Male,,,,MEX,USA,1,1,,1,,,1,,1,1,1,,,1,1,1,,,1,,,,,,,,,,,1
2019,Male,,,,MEX,USA,1,1,,1,,,1,,1,1,1,,,1,1,1,,,1,,,,,,,,,,,1
2019,Male,,,,MEX,USA,1,1,,1,,,1,,1,1,1,,,1,1,1,,,1,,,,,,,,,,,1
2019,Male,,,,MEX,USA,1,1,,1,,,1,,1,1,1,,,1,1,1,,,1,,,,,,,,,,,1
2019,Male,,,,MEX,USA,1,1,,1,,,1,,1,1,1,,,1,1,1,,,1,,,,,,,,,,,1
2019,Male,,,,MEX,USA,1,1,,1,,,1,,1,1,1,,,1,1,1,,,1,,,,,,,,,,,1
2019,Male,,,,MEX,USA,1,1,,1,,,1,,1,1,1,,,1,1,1,,,1,,,,,,,,,,,1
2019,Male,,,,MEX,USA,1,1,,1,,,1,,1,1,1,,,1,1,1,,,1,,,,,,,,,,,1
2019,Male,,,,MEX,USA,1,1,,1,,,1,,1,1,1,,,1,1,1,,,1,,,,,,,,,,,1
2019,Male,,,,MEX,USA,1,1,,1,,,1,,1,1,1,,,1,1,1,,,1,,,,,,,,,,,1
2019,Male,,,,MEX,USA,1,1,,1,,,1,,1,1,1,,,1,1,1,,,1,,,,,,,,,,,1
2019,Male,,,,MEX,USA,1,1,,1,,,1,,1,1,1,,,1,1,1,,,1,,,,,,,,,,,1
2019,Male,48+,Adult,,USA,USA,1,,1,1,,,1,,,,1,1,1,,,1,,,,1,,,,,,,,,,1
2019,Male,48+,Adult,,USA,USA,1,,1,1,,,1,,,,1,1,1,,,1,,,,1,,,,,,,,,,1
2019,Male,48+,Adult,,USA,USA,1,,1,1,,,1,,,,1,1,1,,,1,,,,1,,,,,,,,,,1
2019,Male,48+,Adult,,USA,USA,1,,1,1,,,1,,,,1,1,1,,,1,,,,1,,,,,,,,,,1
2019,Male,48+,Adult,,USA,USA,1,,1,1,,,1,,,,1,1,1,,,1,,,,1,,,,,,,,,,1
2019,Male,48+,Adult,,USA,USA,1,,1,1,,,1,,,,1,1,1,,,1,,,,1,,,,,,,,,,1
2019,Male,48+,Adult,,USA,USA,1,,1,1,,,1,,,,1,1,1,,,1,,,,1,,,,,,,,,,1
2019,Male,48+,Adult,,USA,USA,1,,1,1,,,1,,,,1,1,1,,,1,,,,1,,,,,,,,,,1
2019,Male,48+,Adult,,USA,USA,1,,1,1,,,1,,,,1,1,1,,,1,,,,1,,,,,,,,,,1
2019,Male,48+,Adult,,USA,USA,1,,1,1,,,1,,,,1,1,1,,,1,,,,1,,,,,,,,,,1
2019,Male,48+,Adult,,USA,USA,1,,1,1,,,1,,,,1,1,1,,,1,,,,1,,,,,,,,,,1
2019,Male,48+,Adult,,USA,USA,1,,1,1,,,1,,,,1,1,1,,,1,,,,1,,,,,,,,,,1
2019,Male,48+,Adult,,USA,USA,1,,1,1,,,1,,,,1,1,1,,,1,,,,1,,,,,,,,,,1
2019,Male,48+,Adult,,USA,USA,1,,1,1,,,1,,,,1,1,1,,,1,,,,1,,,,,,,,,,1
,Female,,,,USA,USA,,1,1,1,,1,1,1,1,,,,1,,1,1,1,,,,,,,,,,,,,1
,Female,,,,USA,USA,,1,1,1,,1,1,1,1,,,,1,,1,1,1,,,,,,,,,,,,,1
,Female,,Adult,,,USA,,1,1,1,1,1,1,,1,,,,1,,1,1,1,,,,,,1,,,,,,,
,Female,,Adult,,,USA,,1,1,1,1,1,1,,1,,,,1,,1,1,1,,,,,,1,,,,,,,
,Female,,Adult,,,USA,1,1,1,1,,,1,,,1,1,1,1,,1,1,,,,,,,,,,,,,,1
,Female,,Adult,,,USA,1,1,1,1,,,1,,,1,1,1,1,,1,1,,,,,,,,,,,,,,1
2017,Male,,Adult,,MEX,USA,,1,1,1,,,1,,,,1,1,1,,,1,,,1,,,,,,,,,,,1
2017,Male,21--23,Adult,,MEX,USA,,1,,1,,,1,,,,1,1,1,,,1,,,1,,,,,,,,,,,1
2017,Male,21--23,Adult,,MEX,USA,,1,1,,,,1,,,,1,1,1,,,1,,,1,,,,,,,,,,,1
2018,Female,,,,,USA,1,1,1,1,,1,1,,1,,,,1,,1,1,1,,,,,,1,,,,,,,
2018,Female,,Adult,,MEX,USA,,1,1,,,,,,,1,1,1,1,,1,1,,,1,,,,,,,,,,,1
2018,Male,,Adult,,,USA,,1,1,,,,1,,,1,1,1,1,,1,1,,,1,,,,,,,,,,,1
2018,Male,,Adult,,MEX,USA,,1,,,,,1,,,1,1,1,1,,1,1,,,1,,,,,,,,,,,1
2018,Male,,Adult,,MEX,USA,,1,,,,,1,,,1,1,1,1,,1,1,,,1,,,,,,,,,,,1
2018,Male,,Adult,,MEX,USA,,1,,,,,1,,,1,1,1,1,,1,1,,,1,,,,,,,,,,,1
2018,Male,,Adult,,MEX,USA,,1,,,,,1,,,1,1,1,1,,1,1,,,1,,,,,,,,,,,1
2018,Male,,Adult,,MEX,USA,,1,,,,,1,,,1,1,1,1,,1,1,,,1,,,,,,,,,,,1
2018,Male,,Adult,,MEX,USA,,1,,,,,1,,,1,1,1,1,,1,1,,,1,,,,,,,,,,,1
2018,Male,,Adult,,MEX,USA,,1,,,,,1,,,1,1,1,1,,1,1,,,1,,,,,,,,,,,1
2018,Male,,Adult,,MEX,USA,,1,,,,,1,,,1,1,1,1,,1,1,,,1,,,,,,,,,,,1
2019,,,,,,USA,1,1,1,1,1,,1,,1,,,1,,1,1,1,,,,,,,1,,,,,,,1
2019,,,,,FSM,USA,1,1,1,,1,,1,,1,,,1,,1,1,1,,,,,,,1,,,,,,,1
2019,,,,,FSM,USA,1,1,1,,1,,1,,1,,,1,,1,1,1,,,,,,,1,,,,,,,1
2019,,,,,FSM,USA,1,1,1,,1,,1,,1,,,1,,1,1,1,,,,,,,1,,,,,,,1
2019,,,,,MEX,USA,,1,1,1,,,1,,1,1,1,1,1,,,1,,,1,,,,,,,,,,,1
2019,,,,,MEX,USA,,1,1,1,,,1,,1,1,1,1,1,,,1,,,1,,,,,,,,,,,1
2019,,,,,MEX,USA,,1,1,1,,,1,,1,1,1,1,1,,,1,,,1,,,,,,,,,,,1
2019,,,,,MEX,USA,,1,1,1,,,1,,1,1,1,1,1,,,1,,,1,,,,,,,,,,,1
2019,,,,,MEX,USA,1,1,,,,,1,1,1,,,1,,,1,1,1,,,,,1,,1,,,,,,1
2019,,,Minor,,CHN,USA,,,1,,1,,1,1,1,1,,1,,1,1,,1,,,,,,,,,,,,,1
2019,Female,,,,,USA,,1,1,1,1,,,1,1,1,,1,1,,,1,1,,,,1,,,,,,,,,
2019,Female,,,,,USA,,1,1,1,1,,,1,1,1,,1,1,,,1,1,,,,1,,,,,,,,,
2019,Female,,,,,USA,,1,1,1,1,,,1,1,1,,1,1,,,1,1,,,,1,,,,,,,,,
2019,Female,,,,,USA,,1,1,1,1,,,1,1,1,,1,1,,,1,1,,,,1,,,,,,,,,
2019,Female,,,,,USA,,1,1,1,1,,,1,1,1,,1,1,,,1,1,,,,1,,,,,,,,,
2019,Female,,,,,USA,,1,1,1,1,,,1,1,1,,1,1,,,1,1,,,,1,,,,,,,,,
2019,Female,,,,,USA,,1,1,1,1,,,1,1,1,,1,1,,,1,1,,,,1,,,,,,,,,
2019,Female,,,,,USA,,1,1,1,1,,,1,1,1,,1,1,,,1,1,,,,1,,,,,,,,,
2019,Female,,,,,USA,,1,1,1,1,,,1,1,1,,1,1,,,1,1,,,,1,,,,,,,,,
2019,Female,,,,,USA,,1,1,1,1,,,1,1,1,,1,1,,,1,1,,,,1,,,,,,,,,
2019,Female,,,,,USA,,1,1,1,1,,,1,1,1,,1,1,,,1,1,,,,1,,,,,,,,,
2019,Female,,,,,USA,,1,1,1,1,,,1,1,1,,1,1,,,1,1,,,,1,,,,,,,,,
2019,Female,,,,,USA,,1,1,1,1,,,1,1,1,,1,1,,,1,1,,,,1,,,,,,,,,
2019,Female,,,,,USA,,1,1,1,1,,,1,1,1,,1,1,,,1,1,,,,1,,,,,,,,,
2019,Female,,,,,USA,,1,1,1,1,,,1,1,1,,1,1,,,1,1,,,,1,,,,,,,,,
2019,Female,,,,,USA,,1,1,1,1,,,1,1,1,,1,1,,,1,1,,,,1,,,,,,,,,
2019,Female,,,,,USA,,1,1,1,1,,,1,1,1,,1,1,,,1,1,,,,1,,,,,,,,,
2019,Female,,,,,USA,,1,1,1,1,,,1,1,1,,1,1,,,1,1,,,,1,,,,,,,,,
2019,Female,,,,,USA,,1,1,1,1,,,1,1,1,,1,1,,,1,1,,,,1,,,,,,,,,
2019,Female,,,,,USA,,1,1,1,1,,,1,1,1,,1,1,,,1,1,,,,1,,,,,,,,,
2019,Male,,,,,USA,,1,1,,1,,,,1,1,1,1,1,1,,1,,,1,,,,,,,,,,,1
2019,Male,,,,MEX,USA,1,1,,,,,1,,1,1,1,,,1,1,1,,,1,,,,,,,,,,,1
2019,Male,,,,MEX,USA,1,1,,,,,1,,1,1,1,,,1,1,1,,,1,,,,,,,,,,,1
2019,Male,,,,MEX,USA,1,1,,,,,1,,1,1,1,,,1,1,1,,,1,,,,,,,,,,,1
2019,Male,,Adult,,USA,USA,1,,1,1,,,1,,,,1,1,1,,,1,,,,1,,,,,,,,,,1
,,,,,,USA,1,1,1,1,,1,1,1,,,,,1,1,,1,1,,,,,,1,,,,,,,1
,,,Adult,,,USA,,1,1,1,1,,1,,1,1,1,1,1,1,,1,,,,,,,,,,,,,,
,Female,,,,,USA,,1,1,1,1,1,,1,1,,,,1,,1,1,1,,,,,,,,,,,,,1
,Female,,,,,USA,1,1,1,,1,,1,1,,,,,1,1,,1,1,,,,,,1,1,,,,,,
,Female,,,,,USA,1,1,1,1,1,1,1,,,,,,1,,1,1,1,,,,,,1,,,,,,,
,Female,,,,USA,USA,,1,1,1,,1,,1,1,,,,1,,1,1,1,,,,,,,,,,,,,1
,Female,,,,USA,USA,,1,1,1,1,1,,,1,,,,1,,1,1,1,,,,,,,,,,1,,,
,Female,,,,USA,USA,,1,1,1,1,1,,1,1,,,,1,,1,1,1,,,,,,,,,,,,,
,Female,,Adult,,,USA,,,1,1,1,,1,,1,,1,1,1,,1,1,,,,,1,,,,,,,,,
,Female,,Adult,,,USA,,1,1,1,,,1,,,,1,1,1,,1,1,,,,,,1,,,,,,,,1
,Female,,Adult,,,USA,,1,1,1,,,1,,,,1,1,1,,1,1,,,,,,1,,,,,,,,1
,Female,,Adult,,,USA,,1,1,1,,,1,,,,1,1,1,,1,1,,,,,,1,,,,,,,,1
,Female,,Adult,,,USA,,1,1,1,,,1,,,,1,1,1,,1,1,,,,,1,,,,,,,,,1
,Female,,Adult,,,USA,,1,1,1,,,1,,,,1,1,1,,1,1,,,,,1,,,,,,,,,1
,Female,,Adult,,,USA,,1,1,1,,,1,,1,,1,,1,1,1,1,,,,,1,,,,,,,,,
,Female,,Adult,,,USA,,1,1,1,,,1,,1,,1,1,,,1,1,,,,,1,,,,,,,,,1
,Female,,Adult,,,USA,,1,1,1,1,,1,,1,,,1,1,,1,1,,,,,1,,,,,,,,,
,Female,,Adult,,,USA,,1,1,1,1,,1,,1,,1,1,,,1,1,,,,,1,,,,,,,,,
,Female,,Adult,,,USA,,1,1,1,1,,1,,1,,1,1,1,,,1,,,,,1,,,,,,,,,
,Female,,Adult,,,USA,,1,1,1,1,1,,,1,,,,1,,1,1,,,,,1,,,,,,,,,1
,Female,,Adult,,,USA,,1,1,1,1,1,1,,1,,,,1,,1,1,,,,,1,,,,,,,,,
,Female,,Adult,,,USA,1,1,1,1,,,1,,1,,,,1,,1,1,1,,,,,,1,,,,,,,
,Female,,Adult,,,USA,1,1,1,1,1,,1,,1,,,,1,,,1,,,,,1,,,,,,,,,1
,Female,,Adult,,,USA,1,1,1,1,1,1,,,1,,,,1,,,1,,,,,1,,,,,,,,,1
,Female,,Adult,,USA,USA,,1,1,1,1,1,,,1,,,,1,,1,,1,,,,,,,,,,1,,,
,Female,,Adult,,USA,USA,,1,1,1,1,1,,1,1,,,,1,,1,,1,,,,,,,,,,,,,
,Female,,Minor,,USA,USA,,1,1,1,,1,,1,1,,,,1,,1,1,1,,,,,,,,,,,,,
,Male,,,,MEX,USA,,1,1,1,,,1,,1,1,1,1,1,,,1,,,1,,,,,,,,,,,
,Male,,Adult,,,USA,,1,1,1,1,,1,,1,1,1,,1,1,,1,,,,,,,,,,,,,,
,Male,,Adult,,MEX,USA,,1,1,,,,1,,,,1,1,1,,1,1,,,1,,,,,,,,,,,1
,Male,,Adult,,MEX,USA,,1,1,1,,,1,,,,1,1,1,1,,1,,,1,,,,,,,,,,,
2016,,,Adult,,,USA,,1,1,1,1,,1,,1,1,1,,1,1,,1,,,,,,,,,,,,,,
2016,,,Adult,,,USA,,1,1,1,1,,1,,1,1,1,,1,1,,1,,,,,,,,,,,,,,
2016,Female,21--23,Adult,,KOR,USA,,1,,,1,,1,,1,,,,,,1,,1,,,,,,,1,,,,,,1
2016,Female,21--23,Adult,,KOR,USA,,1,,,1,,1,,1,,,,,,1,,1,,,,,,,1,,,,,,1
2016,Female,21--23,Adult,,KOR,USA,,1,,,1,,1,,1,,,,,,1,,1,,,,,,,1,,,,,,1
2016,Female,21--23,Adult,,KOR,USA,,1,,,1,,1,,1,,,,,,1,,1,,,,,,,1,,,,,,1
2016,Female,21--23,Adult,,KOR,USA,,1,,,1,,1,,1,,,,,,1,,1,,,,,,,1,,,,,,1
2016,Female,21--23,Adult,,KOR,USA,,1,,,1,,1,,1,,,,,,1,,1,,,,,,,1,,,,,,1
2016,Female,21--23,Adult,,KOR,USA,,1,,,1,,1,,1,,,,,,1,,1,,,,,,,1,,,,,,1
2016,Female,21--23,Adult,,KOR,USA,,1,,,1,,1,,1,,,,,,1,,1,,,,,,,1,,,,,,1
2016,Female,21--23,Adult,,KOR,USA,,1,,,1,,1,,1,,,,,,1,,1,,,,,,,1,,,,,,1
2016,Female,21--23,Adult,,KOR,USA,,1,,,1,,1,,1,,,,,,1,,1,,,,,,,1,,,,,,1
2016,Female,21--23,Adult,,KOR,USA,,1,,,1,,1,,1,,,,,,1,,1,,,,,,,1,,,,,,1
2016,Female,21--23,Adult,,KOR,USA,,1,,,1,,1,,1,,,,,,1,,1,,,,,,,1,,,,,,1
2016,Female,21--23,Adult,,KOR,USA,,1,,,1,,1,,1,,,,,,1,,1,,,,,,,1,,,,,,1
